id,latitude,longitude,width,height,size,name,description,caption,good
14183,31,36,604,453,200,1237 2002,,335 1116 258 1133 1254 891 22 2107 743 1590 193 1645 1920 1755 2146 397 1475 1871 969 155 1118 2053 51 1025 849 1905 1938 1949 24 1729 1130 536 294 712 1240 2054 250 1306 2071 795 1340 1846 174 317 999 609 807 1907 1104 1302 125 1737 1682 912,0
14184,33,-117,500,333,1,1685 772 1423,78 194 766 772,,0
14185,1,104,604,404,50,766,51 1905 1451,845 2023 351 1263 712 2080 1235 1691 2109 1140 114 1349 2090 1302 1131 656 352 1435 609 286 362 1920 875 1749 1369 87 1949 11 572 363 838 734 354 1152 2140 1561 516 1257 1124 193 858 1903 1343 1761 51 469 2141 2008 1866 973 1619 1315 688 1914 1990 1952 1268 1363 394 14 2104 166 2123 1468 1240 1905 1772 1345 110 262 1858 1573 1098 576 177 424 947 358 1897 643 1061 206 111 1821 2068 2059 349 577 197 615 1318 1147 596 1679 1081 1917 1955 1993 2107 644 1765 1034 464 483 2136 825 1994 664 1842 740 531 1025 1348 2013,1
14186,33,-96,720,540,22,,,,0
14187,39,-106,720,540,30,519,,,0
14188,30,-98,604,453,60,1863,678 51 1863,2084 830 709 2123 1903 22 919 809 1618 1882 1162 678 2075 1789 766 541 1927 739 1905 1278 1405 1493 503 2054 718 1466 1719 773 1664 113 1081 1340 1538 1368 1687 1962 1797 1863 1627 395 1396 1011,0
14189,23,-102,604,453,12,1207,2107 1905,792 1903 891 776 919 2107 1365 111 232 535 51 1333 1905 250 921 1873 1697 1455 1406 1725 1104 472 1990 1000,0
14190,42,-75,604,339,60,969 370 1905 1933 367,,2146 969 78 1371 613 2143 1302 2144,0
14191,17,-89,720,540,52,458 75,,1578 187 1810 1183 1458 2140 232 1085 161 1905 1751 508 1988 712 432 735 97 1302 1632 483,1
14192,38,-122,720,405,107,,,484 1905 399,0
14193,27,30,284,177,75,1237 2002,,1952 1903 1694 1898 578 760 276 925 1844 161 513 618 1124 1410 1905 1834 740 1092 817 1318 1912 1934 2143 1764 1907 1434 1302 444 1396 1033,0
14194,33,-84,604,453,61,744,1369 830 853 744 1426 1905 2137 36 740,1061 22 908 193 1348 881 1679 51 849 1905 1307,0
14195,42,-88,604,457,7,1105 1037 142,,231 1040 2080 771 51 1679 1646 1003 1124 1905 2120 2054 1092 531 509 1923 1445 609,0
14196,51,14,604,453,42,436,,2073 748 1535 831 100 177 232 1420 711 766 761 712 547 762 1813 1692 1802 554 191 1968 1363,0
14197,30,-91,720,479,33,700 229,,1424 1314 1391 1001 77 771 1178 353 265 45 1426 700 1707 365 1801 1999 476 955 31 1005 972 1726,0
14198,38,-122,600,450,9,2107 642 483 1198,,,1
14199,35,111,604,404,54,183 1990 483,1369 1776 484 1365 749 183 51 508 200 1905 558 1966 2076 36 361 625 691,1976 1105 2144 201 1876 771 101 2011 604 671 1107 1710 370 1007 672 2146 36 1644 1376 405 807 2080 740 1913 1779 1679 272 875 540 741 1780 1713 1914 1814 474 876 5 541 1278 1848 1915 508 609 1011 2083 6 743 1815 1514 107 643 1112 1548 2084 1749 1950 744 1649 979 644 1917 1113 1314 276 1348 2085 1817 2052 712 42 980 1885 1081 110 1919 177 1986 445 211 1618 1920 2121 915 1451 2054 647 2088 681 1753 748 78 1887 849 1653 1318 1184 1553 2089 1620 749 2022 1352 46 1118 2023 1018 1052 1923 918 1990 449 2057 215 483 1321 484 1757 2126 183 719 1791 920 786 853 1423 1691 921 2060 653 1926 151 687 1257 1793 51 587 1324 1391 889 1492 353 1995 1325 1392 1258 957 1091 589 1192 1393 2097 1092 2064 858 724 1796 289 1026 691 1964 1127 89 1898 22 558 223 1295 257 525 1061 1597 1262 1363 1028 1966 1832 1933 828 24 1833 2001 1063 1599 1365 1566 427 1466 595 796 830 361 227 763 1333 1903 362 27 563 128 932 798 1301 1368 363 330 1938 531 732 1034 297 1905 197 2006 1537 2107 901 499 2141 734 1873 466 567 1639 768 1304 969 1907 2008 534 735 65 903 1104 1908 1071 200 937 2076,0
14200,-21,-160,604,453,51,2068 1749 1426,423 2068 963 1363,236 2068 161 689 2075 1520 1905 712 1323,0
14201,36,138,720,481,34,979 51 1253,,1941 1535 1365 1398 1905 470 250 712 1636 1592 372 1566 1302 741 483 197 274,0
14202,30,-98,453,604,11,1863,,159 561 957 242 1727 1040 1348 611 457 177 397 925 51 1525 1410 1938 530 915 211 1905 481 828 685 729 113 1340 735 1863 1170 1011 175 1319 2122,0
14203,47,8,604,453,55,,2107 1744 899,445 1034 1705 1265 336 1744 1475 727 656 51 1723 2064 1905 382 1625 1972 36 1032 383 1813 2044 213 1445 1951 1038 466 197 2045 1704,1
14204,23,-102,604,453,27,2068 51 1207,,1133 222 1207,1
14205,38,-122,604,403,60,,,313 1749 1694 396 1029 413 1348 523 1535 2107 2096 1365 1123 551 51 1162 838 1905 1597 1894 1916 1124 448 1625 767 712 294 1994 1752 1631 1092 1257 685 1395 1340 1912 427 763 829 1968 549 1088 65 1143 1033 87 1011,0
14206,38,-97,432,576,17,,1926 1905 2137,206 2116,0
14207,20,77,452,603,130,944,,,0
14208,33,-117,604,451,6,1527,,247 891 572 875 177 51 469 2114 2060 1715,0
14209,42,-96,604,453,18,,,1012 2145 44 1051 1920 853 1348 51 1756 1905 1350 613 531 1434 1121 1649,0
14210,28,91,630,415,7,1446 1914 177 1548,1644 1446 924 2035 1914 1749 17 567 1101 177 78 876 1905 404 2131 1130 36 2126 2033,1301 712 902 1938 323 1596 1843 418 1264 1834 276 1293 609 1977 1350 1920 742 87 714 1246 1569 1265 1474 876 78 819 2064 1361 1266 41 1162 1903 1105 1818 1913 1324 184 849 51 2141 1220 1885 1923 1410 1106 1591 1914 1154 2085 1088 1905 2095 1649 2067 1497 1573 2096 880 1973 947 434 1071 1907 710 330 1632 1917 853 502 1813 2060 1927 2136 1965 1661 1870 1272 835 740,1
14211,40,-74,604,453,10,1396,1501 1644 2074 875 232 78 2080 51 1679 1949 1905 2054 1192 2094 807 2023,643 880 440 891 2107 897 232 766 51 876 871 1245 1905 838 1982 1691 712 740 905 746 1153 422 873 1396,0
14212,38,127,720,479,105,1958 1766 1044,1435 1006 1958 1766 1656 78 1976 1905 740 1950 1363 1913 1044,,0
14213,40,-83,604,453,34,1435 1905 740 978 1253,,258 1435 1815 1903 891 341 2096 897 1458 276 133 969 964 51 678 293 1993 1168 57 1905 712 1647 481 1922 377 25 1142 735 2077 999 1434 1302 1489 1104 318 1363,0
14214,54,-2,720,540,63,110 1628 51 592,484 1117 51 24 1905 1911,1646 1128 1905 869 1591 740 1554 1258 1536 1647 1314 2054 1092 408 1962 1611 242 649 1019 1741 1445 39 1815 446 1982 132 317 687 354 1594 1964 540 1835 429 1003 1040 744 41 78 1318 23 171 2003 967 579 246 1171 1578 1412 1079 524 1949 2023 1690 1764 395 617 1117 1302 895 1968 1765 1913 1081 1192 859 193 1636 2043 175 1766 730 397 619 1933 1304 712 916 121 2045 1749 177 1287 1898 807 363 1140 1566 197 1011 382 1159 956 2029 1104 272 87 2141 254 957 1734 1216 51 88 1143 1920 514 792 1680 1754 348 829 1569 1976 1292 1810 1255 1274 534 1903 238 2070 2107 442 1885 1922 1589 387 720 128 276 110 517 887 1257,1
14215,34,-117,640,480,26,63,,830 2106 1875 1589 1722 804 1717 1178 78 991 1580 216 865 51 194 1943 1168 1905 1306 855 993 1917 1763 240 1813 807 1396 395 571,0
14216,25,122,720,540,43,804 1976,,1699 577 1468 209 2145 253 2090 121 1777 2107 688 870 804 980 348 51 1129 1679 1140 354 1905 470 2054 932 1482 1785 31 1219 394 1835 262 2083 488 1038 1885 813 857 505 1858 318,1
14217,-10,-76,403,604,114,1933 745 1363,,1419,0
14218,-10,-55,720,538,181,1393 234 978,,435 2144 201 938 67 2044 503 269 1274 2011 68 671 571 2045 1911 169 370 404 1476 2079 1309 36 572 1644 2046 1912 137 1544 2080 1410 740 372 238 1913 1444 1478 607 272 540 1813 1914 1981 5 675 876 742 1915 1446 1982 106 307 508 709 1245 810 1212 73 1011 2083 1949 6 207 743 2050 1380 509 174 40 1347 2084 1749 845 1917 2118 41 1113 1850 2085 276 209 1817 611 1516 846 712 1985 880 746 1182 847 680 1752 546 1350 1920 2054 11 547 212 1820 78 313 1787 916 1318 1218 79 515 1520 1219 348 1621 717 1856 449 14 1823 282 1890 2125 1924 484 2126 920 786 1858 1523 2059 1188 853 1423 1691 1758 2060 2127 184 385 921 586 854 1926 687 1257 51 1391 1090 1492 822 889 1258 1124 957 1426 1627 2029 689 1091 1058 1527 924 589 1661 1393 2130 87 623 288 1092 1327 2064 2131 792 2065 323 1898 1496 22 1664 1262 1463 1128 1363 1162 1698 1028 1966 559 1330 861 158 1230 1967 2135 1867 1063 929 795 427 1767 628 293 829 1365 1566 360 1097 1734 2136 1131 294 830 763 1835 1668 1065 2137 194 395 797 1903 1568 161 27 563 128 262 1870 1569 363 1301 665 866 2106 1972 766 1302 297 1369 1905 2140 1537 566 2107 1571 97 633 1605 2141 935 2007 265 1873 1538 2074 667 1907 567 802 534 367 1975 434 1908 2076 1942,1
14219,31,121,720,540,198,1976 75 361,,,0
14220,48,-117,430,604,14,880 1976 1627,,401 885 566 1090 1717 161 1520 1905 668 482 15 2017 714,0
14221,21,57,720,540,78,,,1072 1138 687 610 214 297 792 957 407 1463 121 1920 2107 1447 1695 903 1860 1365 161 1547 51 2064 1492 29 1613 469 1410 1729 1982 2059 475 1905 789 2076 294 1933 712 36 696 740 1158 597 1840 1934 31 1340 372 1054 1566 796 1088 274 703 2144,0
14222,26,-97,604,452,30,1396,546 51 1262 175 571 65,,0
14223,-34,151,360,270,48,1905 180 1011,,687 1589 2029 1171 1391 1864 1369 1309 1903 1573 1727 1870 1925 1568 182 919 2140 1898 1843 969 1112 1365 903 1976 1195 161 51 1173 1355 24 244 871 1696 1905 1361 712 1834 668 140 1301 740 1092 663 1538 207 1802 1582 290 807 367 796 1621 2072 1445 670 1539 483 1704 1649 1011 1968 76,1
14224,34,-84,604,453,8,2095 1694 713,,253 12 469 51 1405 1884 212 713 1104,0
14225,37,-122,720,405,19,517 1166 1554,,,0
14226,56,13,538,720,27,,,1380 1369 539 919 809 1612 853 1871 728 1905 1691 272 1130 740 36 1538 1318 581 1258 1104 807 1709 752 197 1594 1363,1
14227,52,20,604,453,29,,,313 852 561 1749 1348 78 1365 1987 722 1905 2054 1912 1934 1011 1605 2089 2023,1
14228,33,-117,604,453,56,744 1048 1257,,,0
14229,39,-123,604,402,15,1433 1527,,2107 51 2015 1212 442 1004 1901,0
14230,34,-118,720,479,117,1725 972,390 830 1430 55 2057 22 2107 611 1063 51 1905 1570 1691 1383 740 1125 1725 972 1577 857 395,2084 1903 2140 2107 1178 1420 1321 1365 51 1454 1905 1685 712 129 932 1048 1637 1577,0
14231,38,-112,604,453,45,,38 1749 1903 1265 1568 2107 303 167 1905 200 602 290 1566 1368 1011,845 1719 1092 712 104 171 456 1368 722 380 1216 38 200 276 1967 1568 732 181 1644 1388 1369 2148 875 1217 1920 39 1749 1578 372 182 876 78 1123 1408 1912 582 1361 2064 1513 1257 497 744 22 1903 602 1913 1951 849 51 2084 555 1752 1011 1258 1163 764 1572 166 2123 1829 1544 1905 1402 566 1858 1535 785 1241 6 880 434 2144 1460 1365 121 1850 406 1318 1679 330 36 853 2126 2088 2107 483 1566 1813 2060 179 540 236 1766 1348 664 1538 1120 740 303,1
14232,42,-72,604,453,12,1357,,,0
14233,30,-86,604,453,26,1006 2070,,1787 830 687 1006 1435 654 1589 2029 203 1903 286 363 44 517 853 2107 1920 985 276 177 166 1580 865 535 2064 832 51 469 552 24 1982 79 1905 448 1933 1691 613 1262 1108 2076 294 2148 1796 1620 916 740 878 2088 31 807 389 686 763 1302 2144 2023 87 1088 1363,0
14234,23,-102,720,525,100,414,,1468 2037 1207 1048 1632,0
14235,38,-122,427,640,11,529 1461,,,0
14236,44,-70,720,540,49,63 846,,,0
14237,42,12,604,446,6,606,,968 2107 1586 75 933 1857,0
14238,51,9,453,604,41,1061 1838,,1128 2076 547 762 175,0
14239,40,-75,500,457,15,,,,0
14240,37,-122,540,720,55,1252,,,1
14241,24,121,453,604,15,686,,1130 845 1869,0
14242,39,-77,360,270,1,643 737,,880 737 297 792 1903 193 1348 1920 166 1905 740 1434 1627 681,0
14243,38,-122,604,453,28,29,,1903 1170 1077 791,0
14244,37,-122,720,540,10,1706 200 2015 1566,,,0
14245,53,6,720,479,9,,,1347 297 308 231 1903 891 182 1029 1040 534 67 513 51 161 1107 1410 1905 1229 712 1092 740 1829 1296 1923 889 1461 1912 1302 169 2144 1077 1572 2089,0
14246,60,-95,604,340,7,298,,1292 1833 370 1845 2143 1302 1258 1445 527,1
14247,8,-2,540,720,161,,,1720 2090 1424 1905 2146 925 1369 740 1850 1517 555 1980 1314 1573 796 2054 759 537 648 1425 667 1925 1962 2092 1907 20 1130 927 1445 1371 2000 2074 1908 1649 317 151 891 484 1335 817 540 466 873 688 2131 392 836 1262 559 1484 1151 189 633 2076 411 78 1558 1318 2095 1059 97 1873 375 1337 2040 42 912 838 764 1356 1319 24 431 875 709 672 561 876 2060 1912 617 2023 562 1746 1635 969 2061 581 1950 1913 2135 766 137 45 2043 1081 785 600 304 2080 508 175 1655 101 1914 1933 9 120 712 1249 694 1027 1434 1120 2045 1490 121 935 602 177 880 436 1287 2064 214 917 1694 991 1010 825 2083 1880 881 215 955 1029 567 1381 1973 197 1899 2084 1751 345 1492 1159 1955 2029 1363 845 1900 494 272 1752 531 161 550 2104 1790 125 495 1309 2086 51 458 551 1328 1365 1143 1920 163 1976 1680 1051 1569 903 1273 293 2032 404 756 1348 1052 1903 534 664 2033 294 2107 368 2144 1552 276 128 720 1423 1460 1904 2108 1516 184 36 1923 1627 924 2034 1368,1
14248,41,-74,604,400,2,,1387 483 1198,,0
14249,49,-122,720,477,4,,6 1569 1905 1933 184 1752 1912 1445,,1
14250,30,31,604,453,18,578 285,578 2033 285,921 807 294 712 285 1805 2090 276 1112 210 1654 609 305 1920 666 39 1749 942 1360 1569 2054 458 373 1912 1171 763 1903 773 51 925 2084 830 1410 1011 916 1828 517 1809 1572 1059 1306 1667 1734 1905 1639 214 1212 1915 566 2096 690 1887 6 709 2144 1042 1536 197 615 1803 1423 416 1081 36 568 435 644 2107 65 1965 198 1120 1348 2013,1
14251,41,-122,604,453,50,1575,,594 288,0
14252,38,-80,600,451,9,2031,,698 1463 506 2107 1585 2080 2031 51 1905 751 740,1
14253,32,-5,720,540,151,1165,,129 1017 1165 1905 1350 684 1369 740 1517 1887 1092 1536 1314 1573 1684 2054 75 334 1962 1925 1592 1259 593 1333 612 2018 982 1796 483 1556 853 298 39 1112 613 502 169 687 1797 262 336 2075 151 891 1779 1150 114 1391 1613 22 1798 1132 2076 1780 2150 411 1096 763 671 2003 2040 1892 949 875 1171 1282 838 2059 98 1948 1375 709 1967 617 284 1912 2060 1061 1265 1302 692 1839 1913 193 45 1118 785 1488 600 471 508 2136 1840 1729 1933 231 712 916 1749 1120 1194 1287 1916 177 1787 807 1954 918 1362 1140 1011 2084 752 641 345 382 1844 290 1215 1363 1197 1271 605 679 1826 957 1734 1845 439 1142 1216 1642 236 1309 2086 1420 51 828 199 1365 1920 514 1162 1754 792 1532 663 2069 1181 238 1903 497 534 2125 1348 1589 1885 849 664 2107 1404 1293 294 757 1682 535 683 2126 979 36 2071 1553 517 295 1368,1
14254,34,-118,402,604,30,297 1953 711,,,0
14255,38,-122,640,480,17,237 158,,,0
14256,60,-152,161,200,33,33 51 712 1433,,795 1905 740 851 2109 1573 2054 297 1814 871 1907 1611 2092 1130 1445 39 483 1889 853 2074 687 1908 632 188 1391 1058 540 1687 1761 1040 1262 226 41 411 78 448 855 1096 1318 319 689 1744 79 2096 24 1671 1042 1116 1301 1912 876 1949 44 451 932 1913 2135 1469 174 618 1266 378 1710 1951 1840 1914 1396 786 120 1933 601 712 2137 1212 250 1693 1434 1601 1120 121 158 2119 1694 214 1324 1361 1435 2120 307 2083 1917 807 197 604 1011 2084 2121 1085 2029 1104 68 161 1012 1808 1105 846 2049 1309 347 1790 51 1198 1938 921 773 1365 33 847 1920 1162 1976 1051 1458 829 1569 903 700 182 2032 1126 830 1533 1903 497 534 1644 664 2107 2144 1922 1589 1330 1127 2089 2126 609 276 184 1072 1294 36 1997,1
14257,51,4,604,453,12,1838 1971,,330 919 903 656 1355 2143 1302,0
14258,27,30,720,540,67,578 1971,,2084 2029 1589 275 1925 891 1749 517 22 2107 502 2015 519 1212 1113 1905 1333 426 1108 1554 740 2071 741 197 2133 285 1979,1
14259,15,100,604,453,3,95,,1897 1292 1391 1287,1
14260,61,-152,720,524,23,1006 33,,1435 33 712 1736,1
14261,47,-94,720,540,1,281 1052 712,,643 281 2146 1052 51 2049 1363 2144,0
14262,48,-123,604,453,100,1237 2002,,1589 836 1694 792 133 1470 1492 486 1966 415 712 1306 581,0
14263,47,-92,453,604,10,1314 75,2084 1314 671 166 1541 436 1393 1052 1976 1905 1576 1433 735 2034 1363,1391 643 687 984 11 495 803 1463 319 891 1749 688 1535 2096 1365 1860 1123 903 859 177 1838 469 1052 2119 766 51 299 1905 684 129 932 1598 1576 322 1582 345 1115 444,0
14264,35,105,540,720,23,2068,2068 1333 361 1324 1412 483,,0
14265,36,-120,720,540,104,1905 587,,766,0
14266,42,-71,540,720,5,1914 1333,,,0
14267,36,-115,604,453,9,1776 764 2080 2020,,,1
14268,46,2,604,453,1,610 727 1838,2107 919 727 1838 443,803 2107 1838 443,0
14269,1,38,604,453,77,1022,,929 2029 517 1573 220 957 880 572 1590 1447 556 2107 2036 2146 2025 78 2080 485 1420 1112 2119 799 1844 51 1052 1872 530 2147 475 1905 2043 624 1823 2060 1455 1829 31 1780 1318 2088 1417 1604 1962 752 356 175 32 1275 1627 1451 1143 384 1363,0
14270,52,-1,604,453,95,,797 313 1130 296,1054 795 462 1905 740 481 1369 796 537 1018 297 815 1333 316 797 853 2074 687 2075 151 1372 373 540 614 22 2131 762 1521 1262 2076 374 245 1318 763 1170 708 2040 671 1152 1892 1652 616 690 24 1134 468 1375 6 1135 506 876 1949 1986 44 2135 1136 1913 1654 119 193 2080 1914 1396 712 157 1933 1637 1304 65 435 1175 1915 935 2082 1416 2119 1435 806 177 1694 2064 1787 1214 289 1103 807 1566 197 308 1085 1159 1363 1900 1567 624 1179 1975 2049 51 1365 107 1920 1162 792 89 496 1569 2106 1348 53 534 1644 2107 1404 2144 405 1108 1626 2089 1608 942 757 276 1719 1405 36 1257 295,1
14271,36,-80,604,453,18,1257,,1314 1068 216 51,0
14272,39,-77,604,453,54,2055,2107 1409 51 1905 365 1361 36 427,247 2107 831 193 1761 2080 1431 1492 541 2092 365 1212 1069 156 1905 772 2076 536 1614 96 1834 1229 817 97 1120 1428 554 1990 1913 2144,0
14273,44,-79,604,453,6,,,,0
14274,19,-72,720,453,12,2046 1426,,643 1127 599 203 1870 297 1969 1694 2112 1254 891 1903 1953 1040 2096 1458 853 1920 6 2107 1282 2085 2140 672 221 1970 991 903 595 23 1085 2119 51 1509 68 2136 849 1905 1933 1372 2054 58 1433 1257 773 1389 597 740 1758 1340 889 1296 834 416 1775 1302 2138 1874 681 2144 1858 2023 978 2089,0
14275,43,-71,604,403,9,2068 51,,1182 786 1787 1369 1578 1820 627 935 792 605 1694 957 891 1749 517 1903 2068 1920 853 1348 6 1546 1898 2107 2080 474 276 1453 826 1294 876 1371 128 1866 51 618 1410 475 849 1718 1542 1905 2076 2054 1405 740 1455 1917 559 108 1340 2083 1929 609 796 1836 670 197 142 1363,0
14276,56,10,604,453,83,1237 2002,,500 1350 1933 1048 197,0
14277,51,9,604,453,30,792 1905 712 762 1934,,698 2106 517 1903 308 688 644 2107 1348 727 551 1662 29 1492 1294 222 2048 1124 1905 1718 607 761 866 1361 1911 1130 921 2076 1493 712 1092 916 1917 1538 1412 1566 1368 1104 543 1605 2144 1011 1363 1913,1
14278,41,2,604,453,17,148 606 1393,,,1
14279,48,2,540,720,17,161,,,0
14280,30,-98,548,720,14,1435 1499,,1820 1903 561 2107 853 1920 276 1871 1905 558 2076 113 1318 174 1863,0
14281,1,38,604,403,189,1022,924 1914 1426 194 695 1669 404 2131 1120,1130 465 9 1092 1966 921 712 161 2109 456 1330 1368 418 827 295 1929 580 1264 1720 238 210 58 1844 1920 182 220 1892 125 1028 2016 2054 876 534 1627 696 22 1333 1694 763 1257 1922 1371 1238 1447 1029 1096 1913 1495 279 51 1552 2084 365 973 1258 1410 2028 945 1363 1914 1202 2076 1905 927 1041 889 1573 2029 1022 1972 1535 1193 1317 614 101 1393 766 1925 2030 1840 1916 643 1033 634 957 1746 1879 891 1423 2088 36 1613 2107 711 1509 1338 483 1604 1870 1291 1386 2032 1785 740 1158 2146 170,1
14282,35,-112,604,403,35,2107 281,,1721 918 33 1925 1320 1722 6 435 2107 51 1905 1333 2136 921 712 184 1092 1054 1340 31 763 560 1253 1990,0
14283,54,-2,720,538,25,1976,,2029 1688 297 517 2096 1348 1365 23 1151 1905 1933 916 740 1120 284 1016 1885 1363 1011 2144 2111 164 197,0
14284,37,-122,453,604,4,1140,1172 1140 796,1309 814 2068 193 177 1140 1905 613 899 696 466 1913 241,0
14285,-33,-69,604,453,49,1766 45,,1239 684 1905 1369 740 777 962 1702 703 204 278 2054 2091 1092 1148 1185 1333 260 1000 297 667 741 242 649 2092 1426 1926 1741 483 853 446 502 1982 1538 1649 613 1390 151 706 1169 1872 78 1632 2039 1040 1614 1281 1318 615 23 763 97 541 2077 579 764 838 43 265 6 820 857 561 1301 2060 1135 839 1912 1302 7 81 1635 2005 1913 1099 1691 1340 2006 1081 1118 489 193 2043 2080 397 1914 656 120 1933 712 250 65 935 380 1527 861 639 1749 177 1620 214 29 11 1880 1621 2102 30 1843 807 1566 1011 197 1178 1881 1548 642 124 1123 1974 1789 494 161 439 587 69 1845 1309 236 2049 1716 2123 51 1124 773 1920 644 1088 1569 1033 830 1903 534 1644 275 2107 2144 146 128 1423 498 517 36,1
14286,-10,-55,604,453,32,1970,1749 1976 1426 740,712 1396 1092 1130 161 1368 1330 2071 1131 1169 656 1274 1920 1569 885 258 477 1845 2054 78 1988 2064 1257 1333 744 1029 193 22 1780 735 1571 1229 51 925 1970 2084 593 1011 1572 1990 1059 1477 166 2123 1905 689 214 1535 471 604 737 2029 766 614 234 1811 1393 2068 206 1194 919 1632 587 207 1290 1746 2107 483 1547 749 2022 1262 1823 740 1785 2013 1842,0
14287,35,105,604,384,10,1480 1426,,924 1905 2137 361 1478 1434 197,0
14288,51,9,720,540,3,462 2123,,121 748 1905 712 762 1785 949,0
14289,15,105,604,403,52,1897 352 1147,,,1
14290,40,-105,604,375,12,501,992 442 146,,0
14291,45,16,604,339,58,1573 1976 1905 807,,1662 2023 921 712 1130 161 1159 2109 551 969 1710 694 1036 105 1644 1445 77 2053 1274 1882 1920 875 1749 68 1702 2111 97 2054 2092 876 2083 392 962 1333 763 1257 1295 1029 1903 2084 317 1267 51 412 621 1011 175 308 764 1914 128 1126 2076 1905 604 680 756 2086 1573 120 2001 766 2096 6 1023 2144 1460 529 1365 1907 1318 1679 36 2050 454 169 796 2107 1898 863 2146 835 1538 1120 740 436 721,1
14292,34,-98,333,412,10,,,654 2080 641 1000,0
14293,42,-93,336,248,35,1237 2002,1237 2002,1028 754 1058 1802 1318 2144,0
14294,15,100,720,540,51,1897 483,,,1
14295,22,98,453,604,59,1393,,1054 1282 351 2023 1225 598 427 1092 712 1947 1748 1368 1957 257 1891 466 1720 238 1359 39 1920 362 571 1008 87 1949 1389 1028 1294 2111 135 2054 876 78 2064 981 1627 69 924 2007 1029 763 41 2131 1913 887 51 792 1210 1923 707 1410 1363 1572 755 318 242 1914 214 404 157 2076 1905 737 509 2029 1203 215 709 168 1916 1973 1033 1907 387 634 1128 1584 891 1917 169 2126 397 644 2107 920 825 1908 1652 664 1538 740 227 1975,1
14296,42,-71,720,540,14,1182 1310 222 483,,,0
14297,51,-1,453,604,11,,1589 121 1903 22 1282 2107 39 743 1040 534 1920 826 2075 1102 1410 1905 1097 1922 206 531 1329 1159,687 1920 875 1905 712 850 1186 1264 406,0
14298,41,14,604,452,66,968,,214 137 2029 1589 687 1127 1309 957 2068 1348 688 232 1684 161 1162 2147 1905 1933 712 740 1598 1609 916 1153 1109 1962 1159 1632 2045 241 87 1913,1
14299,31,-92,537,720,10,1237 2002,,1199 1129 1823 1048,0
14300,43,-78,604,453,15,206 1396,,,0
14301,42,-123,720,538,35,51 1829 1901,,,0
14302,41,-75,453,604,40,1391,1976 1009 1653,,0
14303,40,-111,604,403,14,,1266 650 804 370 51 1905 195,,0
14304,39,22,604,452,72,808 458 1190,,368 1976 1105 1306 301 1239 201 2144 67 1340 871 436 1240 1140 671 537 1911 571 2045 102 1710 370 940 270 36 1108 1644 438 1912 405 2080 137 1410 740 439 1913 2114 707 942 1143 808 540 2148 842 1713 1914 1780 1445 608 1345 876 1077 1278 1848 2049 843 709 1245 1681 1011 2083 207 743 1179 978 509 2084 1950 1079 744 845 1917 41 276 1348 1750 1415 209 2052 310 712 1784 913 578 1751 1952 1081 1617 1818 43 1785 1450 881 546 77 613 1350 1920 513 1786 44 2054 2088 212 78 1351 849 1318 1620 2089 1084 749 79 615 816 348 2023 1554 1923 1990 1823 751 617 483 1790 1455 1120 2058 1723 551 1824 953 819 1891 2126 853 1256 50 1926 1324 1525 1257 51 587 1123 688 889 286 18 1124 722 957 2029 656 1058 723 87 1159 1997 1662 121 1294 825 1361 356 892 1127 792 22 1898 793 1061 1262 1162 1497 1363 1832 1866 1933 828 1632 962 1934 1130 293 1365 1030 2102 427 461 2136 1801 294 830 1433 227 529 496 1903 563 764 128 530 195 1267 597 1368 1569 363 1871 665 1570 1302 1369 1905 1872 2107 1772 1973 499 1605 2141 734 1136 265 1538 1203 1840 98 1170 1371 1907 735 2008 65 601 266 2075 1171 367 1908 2109 736 1607 2076 870,0
14305,41,-106,604,453,59,643 2068 1692,,1518 517 1546 51 1905 250 993 438 977 1132,0
14306,-27,133,720,540,83,876 405 114,,,1
14307,32,-117,720,540,1,1207,,,0
14308,43,13,720,480,19,968,,,1
14309,-18,35,453,604,18,370 1905,1254 22 1272,51 740 769,0
14310,31,36,453,604,34,1222 772 1318,51 795 999,,0
14311,36,-83,481,720,11,2068 51 807 15,,1314,0
14312,42,-75,720,482,192,461,1013 51 1542 1396 1627,1650 1887 24 1527 1324 1319,0
14313,42,-75,604,453,32,2137 1302,858 1068 392 568 51 1905,2023 1605 1396 1301 1092 712 294 2080 1140 1017 1302 1369 609 1426 1920 1949 505 78 971 876 2149 2054 2092 1123 534 2064 544 1912 2140 915 630 1124 2074 1514 1362 1647 51 1096 925 830 1391 1011 1410 1695 1068 517 1914 2066 1306 1192 1933 1553 1040 1116 2076 632 1126 1924 290 1905 547 1991 737 1649 1934 680 34 1193 348 177 44 1118 2144 168 1061 1679 1318 1850 843 2107 1138 796 1423 1784 397 331 141 1262 1509 122 2041 1661 531 740 2146 1348,0
14314,38,-78,604,453,58,643 2013,2018 1644 2074 51 1905 1933 1950 1290 2033 680 1907 1385,687 2107 771 766 2055 125 483,0
14315,30,-98,720,538,10,1888 772 1863 2111,,,0
14316,18,-63,720,540,27,,687 44 484 2041 1365 2031 1905 1324 1990,161 712 1539 1368 1463 1710 1492 238 561 1939 1768 172 1920 666 742 505 1037 1949 2101 1104 724 1845 876 78 743 1665 1152 563 297 1589 1798 763 1371 2074 22 51 1258 916 1752 517 137 1363 1306 252 1905 1848 262 2029 158 44 196 823 6 709 1042 605 1318 596 568 796 1214 169 207 36 1366 2031 2041 388 483 1348 740 949 1804 132,1
