"latitude"	"longitude"	"width"	"height"	"size"	"quality"	"good"
24	121	720	540	27	6.94444444444444E-005	0
49	2	720	479	26	7.53885409417768E-005	0
38	-97	604	402	200	0.0008236961	1
22	114	430	720	2	6.45994832041344E-006	0
37	-122	604	453	7	2.55836732307063E-005	0
30	-98	403	604	69	0.00028347	0
42	44	452	604	16	5.86063412061185E-005	0
42	-76	453	604	16	0.000058477	0
20	77	604	403	54	0.0002218461	1
35	105	604	403	46	0.00018898	1
42	-83	448	299	17	0.0001269111	0
36	138	604	404	47	0.0001926103	0
-34	18	720	540	54	0.0001388889	1
39	-77	720	540	16	4.11522633744856E-005	0
22	114	604	453	8	2.92384836922357E-005	0
42	44	720	480	13	3.76157407407407E-005	0
-27	133	720	477	9	2.62054507337526E-005	0
32	35	150	91	7	0.0005128205	0
44	-85	604	453	19	6.94413987690598E-005	0
43	-79	538	720	33	8.51920693928129E-005	0
39	-76	540	720	180	0.000462963	0
15	100	604	453	27	9.86798824612955E-005	0
39	-107	604	453	34	0.0001242636	1
43	13	720	540	46	0.0001183128	0
39	-77	604	453	17	6.21317778460009E-005	0
15	100	600	450	15	5.55555555555556E-005	0
34	-79	453	604	36	0.0001315732	0
17	-97	604	454	60	0.0002188056	1
29	-81	453	604	34	0.0001242636	0
40	-4	453	604	60	0.0002192886	1
60	-95	604	453	100	0.000365481	0
43	-78	604	453	22	8.04058301536482E-005	0
27	30	389	604	12	5.10733924649722E-005	0
37	-122	604	400	10	4.13907284768212E-005	0
38	-97	604	453	121	0.0004422321	0
-27	133	604	453	7	2.55836732307063E-005	0
29	-81	720	480	96	0.0002777778	0
10	-84	604	403	50	0.000205413	1
33	-117	604	453	23	8.40606406151777E-005	0
19	-98	604	453	42	0.000153502	0
22	114	720	537	20	5.17277053589903E-005	1
46	-96	604	453	4	1.46192418461179E-005	0
-34	-64	343	720	27	0.0001093294	0
41	-96	720	540	11	2.82921810699588E-005	0
42	-71	604	404	37	0.0001516294	0
51	9	612	612	200	0.0005339827	0
30	-98	604	453	11	4.02029150768241E-005	0
38	-122	540	720	17	4.3724279835391E-005	0
52	0	604	453	27	9.86798824612955E-005	0
34	-118	453	604	7	2.55836732307063E-005	0
22	114	720	540	12	3.08641975308642E-005	1
53	-8	604	453	62	0.0002265982	0
35	105	604	453	53	0.000193705	1
34	-111	453	604	10	3.65481046152946E-005	1
38	-122	604	453	8	2.92384836922357E-005	0
37	-122	604	453	10	3.65481046152946E-005	0
47	-110	604	453	109	0.0003983743	0
33	-101	604	453	5	1.82740523076473E-005	0
36	-115	453	604	40	0.0001461924	0
54	-2	604	425	14	5.45383716400467E-005	0
-21	56	720	540	25	6.43004115226337E-005	0
39	35	297	448	42	0.0003156566	0
27	30	378	604	32	0.0001401591	1
1	104	453	604	14	5.11673464614125E-005	0
26	128	604	453	55	0.0002010146	1
42	-75	540	720	100	0.0002572016	0
32	-5	96	72	60	0.0086805556	0
-29	24	604	453	39	0.0001425376	0
39	-77	604	453	81	0.0002960396	0
21	-158	720	537	23	5.94868611628388E-005	0
49	2	604	453	45	0.0001644665	1
39	-78	453	604	70	0.0002558367	0
39	22	604	401	107	0.0004417764	0
38	-122	720	540	12	3.08641975308642E-005	0
34	-118	720	540	43	0.0001105967	1
39	-123	604	453	19	6.94413987690598E-005	0
-21	56	609	720	30	6.84181718664477E-005	0
31	-92	720	540	72	0.0001851852	0
39	-77	720	474	13	3.80918893577121E-005	0
-26	28	604	453	13	4.7512535999883E-005	0
39	-120	604	453	18	6.57865883075304E-005	1
35	105	540	720	7	1.80041152263374E-005	0
45	16	453	604	55	0.0002010146	0
32	-5	604	453	2	7.30962092305893E-006	0
15	100	720	540	5	1.28600823045267E-005	1
34	-111	648	484	25	7.97112539536782E-005	0
22	-80	336	448	45	0.0002989477	0
27	30	480	720	60	0.0001736111	0
39	-84	604	403	14	5.75156524739947E-005	1
43	-83	604	453	24	8.77154510767072E-005	0
35	105	720	540	100	0.0002572016	1
-10	-55	720	405	70	0.0002400549	0
43	13	604	453	32	0.0001169539	0
32	35	604	453	60	0.0002192886	1
34	-118	604	340	5	2.43474873393066E-005	0
36	138	453	604	1	3.65481046152947E-006	0
-6	35	720	540	186	0.0004783951	1
37	-122	604	453	5	1.82740523076473E-005	0
38	-97	720	486	1	2.85779606767261E-006	0
43	-78	604	453	34	0.0001242636	0
15	100	720	537	12	3.10366232153942E-005	0
42	-93	453	604	177	0.0006469015	0
21	-158	540	720	4	1.02880658436214E-005	1
42	-71	540	720	52	0.0001337449	0
43	-71	720	540	4	1.02880658436214E-005	0
44	-72	604	453	53	0.000193705	1
40	-112	604	454	60	0.0002188056	0
39	-77	720	540	74	0.0001903292	0
42	-87	720	479	3	8.69867780097425E-006	1
38	-122	540	720	35	9.00205761316872E-005	0
59	18	401	604	19	7.84462684348731E-005	0
43	13	604	452	60	0.0002197738	0
44	-121	604	453	3	1.09644313845884E-005	1
39	35	604	452	29	0.000106224	1
40	-83	402	604	22	9.06065698000066E-005	0
53	6	453	604	50	0.0001827405	1
29	-96	453	604	200	0.0007309621	0
-27	133	604	453	83	0.0003033493	1
39	-107	604	453	2	7.30962092305893E-006	0
38	-123	604	453	10	3.65481046152946E-005	0
43	-76	604	453	25	9.13702615382366E-005	0
31	36	604	401	60	0.0002477251	0
41	-111	453	604	20	7.30962092305893E-005	0
-18	175	604	453	27	9.86798824612955E-005	1
1	104	604	453	2	7.30962092305893E-006	0
35	-86	720	540	9	2.31481481481481E-005	0
44	-85	453	604	40	0.0001461924	0
-23	-43	720	540	14	3.60082304526749E-005	1
-21	56	604	453	54	0.0001973598	0
23	-102	720	418	39	0.0001295853	0
37	-122	604	340	15	7.30424620179198E-005	0
20	77	640	480	24	0.000078125	0
41	-71	720	540	9	2.31481481481481E-005	0
15	19	604	453	32	0.0001169539	0
36	-115	540	720	4	1.02880658436214E-005	0
26	-80	604	453	58	0.000211979	0
36	-106	604	405	87	0.0003556537	0
45	-69	604	453	38	0.0001388828	0
34	-118	453	604	3	1.09644313845884E-005	0
37	128	604	453	59	0.0002156338	0
62	15	400	604	50	0.0002069536	1
4	-72	720	540	53	0.0001363169	0
51	4	453	604	26	9.50250719997661E-005	1
-10	-76	604	453	18	6.57865883075304E-005	1
20	77	453	604	21	0.000076751	1
40	-107	720	540	8	2.05761316872428E-005	1
21	-87	604	453	20	7.30962092305893E-005	0
38	-122	453	604	9	3.28932941537652E-005	0
24	-76	720	486	38	0.0001085963	1
15	100	604	453	48	0.0001754309	1
-18	175	604	453	40	0.0001461924	1
38	-122	720	405	42	0.0001440329	0
30	-98	604	453	14	5.11673464614125E-005	0
18	-88	720	537	2	5.17277053589903E-006	0
40	-4	540	720	15	3.85802469135802E-005	0
53	-8	604	453	11	4.02029150768241E-005	0
39	-77	604	453	56	0.0002046694	0
51	9	604	459	30	0.0001082111	0
34	-118	604	453	18	6.57865883075304E-005	0
-45	168	404	604	15	6.14713789259721E-005	0
39	-9	604	453	20	7.30962092305893E-005	1
28	-82	453	604	32	0.0001169539	0
-18	175	604	478	1	3.46365928676328E-006	0
40	-85	604	453	44	0.0001608117	0
43	-78	453	604	35	0.0001279184	0
23	-102	720	540	67	0.0001723251	0
33	-80	453	604	7	2.55836732307063E-005	0
36	138	720	482	38	0.0001094975	0
34	-117	604	378	8	3.50397701391079E-005	1
34	-112	480	640	1	3.25520833333333E-006	0
-29	24	720	480	19	5.49768518518518E-005	0
34	-118	537	720	13	0.000033623	0
22	114	604	403	59	0.0002423874	1
-22	17	511	720	10	2.71798217003696E-005	1
35	105	604	453	35	0.0001279184	0
38	-122	453	604	24	8.77154510767072E-005	0
33	-117	720	477	6	1.74703004891684E-005	0
42	-75	604	453	59	0.0002156338	0
38	-122	604	453	11	4.02029150768241E-005	0
43	-78	453	604	7	2.55836732307063E-005	0
38	-122	604	402	23	9.47250502454614E-005	0
13	105	720	540	75	0.0001929012	1
21	-158	720	540	7	1.80041152263374E-005	0
10	-84	604	453	24	8.77154510767072E-005	0
49	9	604	453	48	0.0001754309	1
44	-73	720	540	16	4.11522633744856E-005	0
-22	17	604	401	28	0.000115605	1
28	84	604	407	60	0.0002440731	1
41	-112	135	240	15	0.000462963	0
23	-102	540	720	3	0.000007716	0
30	-98	604	402	19	7.82511284636421E-005	1
23	-102	604	453	59	0.0002156338	0
38	-97	480	720	79	0.000228588	0
-5	38	453	604	59	0.0002156338	1
22	114	604	453	8	2.92384836922357E-005	1
47	8	453	604	52	0.0001900501	0
39	-77	604	403	60	0.0002464957	1
27	30	720	540	13	3.34362139917695E-005	1
27	78	604	402	13	5.3540245790913E-005	1
38	-97	640	480	3	9.765625E-006	0
38	-97	604	453	55	0.0002010146	0
22	114	720	540	6	1.54320987654321E-005	1
39	-77	604	453	26	9.50250719997661E-005	0
41	-74	540	720	26	6.68724279835391E-005	0
44	-68	604	453	6	2.19288627691768E-005	0
42	12	587	440	42	0.0001626142	0
-27	133	540	720	193	0.0004963992	0
28	-82	720	540	73	0.0001877572	1
22	114	604	402	6	2.47108826727291E-005	1
35	-102	720	265	8	4.19287211740042E-005	1
60	-95	453	604	44	0.0001608117	0
39	-84	720	480	157	0.0004542824	0
46	-123	453	604	7	2.55836732307063E-005	0
18	-67	604	453	8	2.92384836922357E-005	0
46	2	453	604	29	0.0001059895	1
46	2	604	453	27	9.86798824612955E-005	1
45	12	604	453	60	0.0002192886	0
23	-102	604	403	48	0.0001971965	0
48	-122	720	540	29	7.45884773662551E-005	1
20	77	604	453	60	0.0002192886	0
22	-80	453	604	30	0.0001096443	0
30	-95	466	720	4	1.19217930376729E-005	0
12	-62	720	540	133	0.0003420782	0
-41	174	604	453	29	0.0001059895	1
36	140	453	604	11	4.02029150768241E-005	1
36	-122	589	442	8	3.07292827017185E-005	1
32	35	604	413	27	0.0001082373	0
36	-115	540	720	19	4.88683127572016E-005	0
40	-105	604	453	23	8.40606406151777E-005	0
44	7	453	604	41	0.0001498472	1
3	73	604	453	6	2.19288627691768E-005	1
38	-122	720	540	111	0.0002854938	0
23	-102	720	540	117	0.0003009259	0
34	-118	604	453	20	7.30962092305893E-005	0
36	-115	604	453	24	8.77154510767072E-005	0
-34	18	720	540	4	1.02880658436214E-005	0
35	-82	604	453	17	6.21317778460009E-005	0
51	4	604	453	18	6.57865883075304E-005	0
15	100	604	405	1	0.000004088	0
15	100	604	405	1	0.000004088	0
15	100	720	540	14	3.60082304526749E-005	1
16	-90	540	720	53	0.0001363169	0
45	27	720	540	16	4.11522633744856E-005	0
38	-122	431	720	10	3.22248002062387E-005	0
36	-121	604	278	63	0.0003751965	0
-20	58	604	453	80	0.0002923848	0
37	-122	720	405	38	0.0001303155	0
53	6	720	479	19	5.50916260728369E-005	0
55	-132	604	401	48	0.00019818	1
43	13	604	453	59	0.0002156338	1
20	77	153	228	13	0.0003726637	0
44	11	604	453	7	2.55836732307063E-005	0
42	-80	604	431	3	1.15241007360059E-005	0
-27	133	360	270	12	0.0001234568	0
11	-67	400	533	35	0.0001641651	0
34	36	479	720	26	7.53885409417768E-005	1
-34	-64	604	453	25	9.13702615382366E-005	1
-27	-70	720	405	116	0.0003978052	1
32	35	500	332	1	6.02409638554217E-006	0
-10	-55	604	453	32	0.0001169539	1
37	-122	720	540	9	2.31481481481481E-005	0
37	-122	604	453	42	0.000153502	0
29	-81	604	453	68	0.0002485271	0
17	-89	600	400	53	0.0002208333	0
35	-81	453	604	6	2.19288627691768E-005	0
24	-76	604	453	71	0.0002594915	0
32	35	604	403	165	0.000677863	0
-6	107	604	453	39	0.0001425376	0
34	-118	720	540	36	9.25925925925926E-005	0
43	13	720	540	11	2.82921810699588E-005	0
62	15	604	452	29	0.000106224	1
40	-106	240	180	10	0.0002314815	1
54	-2	604	453	41	0.0001498472	1
44	-72	604	588	11	3.09726539622471E-005	0
-21	56	720	536	8	2.07296849087894E-005	0
33	-87	604	453	8	2.92384836922357E-005	0
38	-122	720	405	77	0.0002640604	0
34	-86	604	453	60	0.0002192886	0
65	-18	604	453	25	9.13702615382366E-005	0
43	-79	187	320	13	0.000217246	0
34	-84	720	540	24	6.17283950617284E-005	0
40	-75	720	405	10	3.42935528120713E-005	0
40	-4	720	540	41	0.0001054527	1
34	-84	320	214	4	5.8411214953271E-005	0
34	-85	720	540	42	0.0001080247	0
34	-118	604	453	20	7.30962092305893E-005	1
-18	175	604	437	18	6.81952505796596E-005	0
30	-90	480	720	3	8.68055555555556E-006	0
39	35	453	604	35	0.0001279184	0
37	-122	604	453	29	0.0001059895	0
22	114	604	453	15	5.4822156922942E-005	0
48	-122	604	453	1	3.65481046152947E-006	0
44	-72	604	403	100	0.0004108261	0
-41	174	453	604	5	1.82740523076473E-005	1
45	-88	604	453	53	0.000193705	0
4	-72	604	453	42	0.000153502	0
23	-102	604	453	66	0.0002412175	0
44	-107	401	604	31	0.0001279913	0
62	10	604	453	17	6.21317778460009E-005	0
37	-122	604	403	13	5.34073915829951E-005	0
25	122	528	720	179	0.0004708544	0
7	81	720	479	39	0.0001130828	1
15	100	604	453	60	0.0002192886	0
52	0	453	604	46	0.0001681213	0
52	-1	604	453	7	2.55836732307063E-005	0
34	-78	453	604	100	0.000365481	1
13	78	604	453	71	0.0002594915	1
20	-155	427	640	9	3.29332552693208E-005	0
8	99	604	453	47	0.0001717761	1
6	-76	604	452	57	0.0002087851	0
54	-2	604	452	12	4.39547559045889E-005	0
37	128	270	360	32	0.0003292181	0
-5	56	604	406	30	0.0001223371	0
42	-71	604	453	1	3.65481046152947E-006	0
45	-93	604	453	5	1.82740523076473E-005	0
34	-118	720	540	24	6.17283950617284E-005	0
33	-112	604	403	183	0.0007518117	0
47	-122	604	453	60	0.0002192886	0
13	78	720	540	17	4.3724279835391E-005	1
40	-106	715	720	100	0.0001942502	1
33	-117	720	540	59	0.000151749	0
5	-74	604	453	24	8.77154510767072E-005	0
37	-119	720	599	4	9.27471712112781E-006	1
46	2	537	720	123	0.0003181254	1
58	12	604	453	4	1.46192418461179E-005	0
45	-111	604	403	24	9.85982613839909E-005	0
45	-116	720	480	18	5.20833333333333E-005	0
31	121	720	540	1	0.000002572	1
31	-92	604	453	16	0.000058477	0
53	12	604	453	52	0.0001900501	1
38	-122	604	401	62	0.0002559826	0
30	-86	453	604	9	3.28932941537652E-005	0
40	-76	720	540	66	0.0001697531	0
40	-77	604	453	29	0.0001059895	0
43	13	604	403	145	0.0005956978	1
37	-122	604	403	24	9.85982613839909E-005	0
40	-74	256	384	17	0.0001729329	0
39	22	604	404	17	6.96675627827683E-005	1
37	-122	480	720	11	3.18287037037037E-005	0
35	-120	720	479	24	6.9589422407794E-005	0
23	-102	720	480	16	4.62962962962963E-005	0
37	-122	604	453	19	6.94413987690598E-005	1
54	-2	604	403	8	3.2866087127997E-005	0
39	35	453	604	32	0.0001169539	0
42	-71	604	453	57	0.0002083242	0
38	-123	604	453	30	0.0001096443	0
38	-123	604	403	10	4.10826089099962E-005	1
34	-118	604	495	10	3.3447053314603E-005	0
36	-120	604	453	9	3.28932941537652E-005	0
36	15	604	453	23	8.40606406151777E-005	1
3	113	604	403	25	0.0001027065	1
21	-158	604	453	32	0.0001169539	0
31	-92	604	452	42	0.0001538416	0
43	-72	604	453	25	9.13702615382366E-005	0
39	-77	604	453	24	8.77154510767072E-005	0
49	-123	604	453	27	9.86798824612955E-005	0
-29	24	604	402	60	0.0002471088	1
44	-69	453	604	37	0.000135228	0
60	-95	604	453	58	0.000211979	0
22	98	604	453	42	0.000153502	1
36	-82	604	453	51	0.0001863953	0
31	-92	604	402	125	0.0005148101	0
37	-122	720	540	25	6.43004115226337E-005	0
46	-123	720	540	6	1.54320987654321E-005	0
38	-122	604	451	3	1.10130541401742E-005	0
38	-94	453	604	23	8.40606406151777E-005	0
15	-89	720	540	5	1.28600823045267E-005	0
45	-123	720	540	8	2.05761316872428E-005	0
18	-78	604	453	48	0.0001754309	0
54	-2	720	540	33	8.48765432098765E-005	0
54	-2	537	720	92	0.0002379474	0
62	15	604	453	58	0.000211979	0
43	-78	604	453	30	0.0001096443	0
31	-92	540	720	17	4.3724279835391E-005	0
22	114	453	604	100	0.000365481	1
34	-118	604	453	23	8.40606406151777E-005	1
51	9	604	453	54	0.0001973598	1
42	-71	382	604	1	4.33410769390798E-006	0
64	26	538	717	34	8.81409010073986E-005	0
42	-73	720	540	110	0.0002829218	1
64	26	604	348	2	9.51510999467154E-006	0
44	-124	540	720	2	0.000005144	0
42	-71	604	339	22	0.000107445	0
-10	-76	448	604	4	1.47824030274361E-005	0
-41	174	720	540	198	0.0005092593	0
38	-122	338	604	27	0.0001322544	0
36	140	720	540	137	0.0003523663	1
34	-118	604	453	21	0.000076751	0
38	-123	604	401	39	0.0001610213	0
23	-102	453	604	20	7.30962092305893E-005	0
34	-119	720	482	54	0.0001556017	0
9	-80	600	450	16	5.92592592592593E-005	1
39	-77	720	404	4	1.37513751375138E-005	1
40	114	604	403	94	0.0003861765	0
38	-123	453	604	50	0.0001827405	0
65	-18	604	453	3	1.09644313845884E-005	0
65	-18	604	453	60	0.0002192886	1
23	-102	604	453	56	0.0002046694	0
43	-88	720	480	31	8.96990740740741E-005	0
40	-106	604	403	41	0.0001684387	1
10	-84	604	453	39	0.0001425376	1
40	-120	604	453	17	6.21317778460009E-005	0
39	-77	540	720	29	7.45884773662551E-005	0
38	-123	320	240	12	0.00015625	0
-41	174	604	453	49	0.0001790857	1
10	-84	604	453	66	0.0002412175	1
32	35	720	478	158	0.0004590888	1
13	122	540	720	55	0.0001414609	0
37	-122	604	340	14	0.000068173	0
18	-67	720	537	5	1.29319263397476E-005	0
42	-71	720	540	5	1.28600823045267E-005	0
38	-122	720	540	34	8.74485596707819E-005	0
-10	-76	604	402	1	4.11848044545484E-006	1
44	7	604	402	46	0.0001894501	0
36	-115	453	604	32	0.0001169539	1
17	-95	453	604	158	0.0005774601	0
-5	120	604	453	30	0.0001096443	0
38	-78	604	453	85	0.0003106589	0
-10	-76	604	453	60	0.0002192886	0
42	44	316	399	19	0.0001506932	0
34	-118	254	383	5	0.000051397	0
40	-8	640	480	21	6.8359375E-005	0
43	-78	604	453	102	0.0003727907	0
-5	120	604	453	60	0.0002192886	0
37	-122	403	604	5	2.05413044549981E-005	0
27	30	604	453	45	0.0001644665	1
38	-121	604	453	7	2.55836732307063E-005	1
35	-120	604	453	7	2.55836732307063E-005	1
-29	24	453	604	37	0.000135228	0
15	100	720	480	89	0.0002575231	0
42	44	719	495	26	7.30532023995167E-005	0
52	20	604	453	22	8.04058301536482E-005	0
27	30	604	220	16	0.0001204094	1
34	-118	427	604	14	5.42829225925524E-005	0
42	44	199	299	3	5.0419320683686E-005	0
46	2	604	453	60	0.0002192886	1
34	-81	604	453	4	1.46192418461179E-005	0
15	19	600	467	1	3.56887937187723E-006	0
34	-118	604	453	13	4.7512535999883E-005	0
43	-89	604	453	14	5.11673464614125E-005	0
38	-122	540	720	19	4.88683127572016E-005	0
41	-74	720	540	66	0.0001697531	0
34	-119	720	479	83	0.0002406634	0
32	-65	453	604	103	0.0003764455	0
21	57	720	540	15	3.85802469135802E-005	0
48	-122	604	453	8	2.92384836922357E-005	0
21	-158	720	540	138	0.0003549383	0
34	-120	604	402	16	6.58956871272775E-005	0
45	-116	480	720	11	3.18287037037037E-005	0
23	-102	240	180	45	0.0010416667	0
37	10	640	480	5	0.000016276	0
41	-82	604	453	76	0.0002777656	0
37	-122	720	431	8	2.5779840164991E-005	0
47	-92	580	431	21	8.4006720537643E-005	0
45	-93	720	540	4	1.02880658436214E-005	0
34	-120	604	453	7	2.55836732307063E-005	0
36	138	604	453	6	2.19288627691768E-005	0
48	-122	540	720	93	0.0002391975	0
39	-77	604	453	5	1.82740523076473E-005	0
30	-90	720	478	73	0.0002121106	0
39	35	720	540	171	0.0004398148	0
22	114	720	540	116	0.0002983539	0
3	113	604	453	46	0.0001681213	0
3	113	640	480	18	5.859375E-005	1
43	13	540	720	16	4.11522633744856E-005	1
60	-95	720	540	9	2.31481481481481E-005	0
34	-118	480	360	26	0.000150463	0
41	-73	720	540	23	5.9156378600823E-005	0
38	-122	453	604	1	3.65481046152947E-006	0
22	114	720	540	11	2.82921810699588E-005	0
53	6	483	604	1	3.4278036005649E-006	0
30	-99	453	604	16	0.000058477	0
30	-95	604	442	58	0.0002172545	0
49	-120	720	540	13	3.34362139917695E-005	0
40	-83	604	453	4	1.46192418461179E-005	0
49	2	453	604	40	0.0001461924	0
54	-2	538	720	98	0.0002529946	0
32	35	604	453	60	0.0002192886	0
44	18	720	540	96	0.0002469136	0
36	-80	604	453	60	0.0002192886	0
47	-110	720	540	80	0.0002057613	0
35	105	453	604	26	9.50250719997661E-005	0
-29	24	720	480	36	0.0001041667	1
46	2	453	604	48	0.0001754309	0
43	12	604	453	15	5.4822156922942E-005	0
41	-81	453	604	7	2.55836732307063E-005	0
48	-122	720	540	6	1.54320987654321E-005	1
35	105	604	453	27	9.86798824612955E-005	0
31	-92	604	453	8	2.92384836922357E-005	0
39	-77	604	453	54	0.0001973598	0
57	-135	604	453	35	0.0001279184	1
38	-122	604	403	2	8.21652178199924E-006	0
36	-84	453	604	51	0.0001863953	0
46	-123	604	448	2	7.39120151371807E-006	0
1	104	453	604	140	0.0005116735	0
-18	35	540	720	200	0.0005144033	0
43	-124	604	402	19	7.82511284636421E-005	0
15	19	720	479	19	5.50916260728369E-005	0
14	-89	720	540	197	0.0005066872	1
34	36	720	482	6	1.72890733056708E-005	1
43	13	604	453	53	0.000193705	0
36	15	604	453	44	0.0001608117	0
42	-71	604	402	49	0.0002018055	0
43	-73	720	540	6	1.54320987654321E-005	0
26	51	540	720	32	8.23045267489712E-005	0
36	138	604	453	33	0.0001206087	0
36	-80	720	540	57	0.0001466049	0
44	-99	300	274	27	0.0003284672	0
54	-2	604	453	20	7.30962092305893E-005	1
38	-84	453	604	40	0.0001461924	1
34	-84	604	453	13	4.7512535999883E-005	0
-21	56	720	480	18	5.20833333333333E-005	0
42	12	453	604	35	0.0001279184	1
53	-6	604	453	56	0.0002046694	1
38	-122	537	720	53	0.0001370784	0
43	-71	720	540	7	1.80041152263374E-005	1
-29	24	604	453	52	0.0001900501	0
39	-77	720	540	34	8.74485596707819E-005	0
0	33	604	453	11	4.02029150768241E-005	0
-41	174	604	453	50	0.0001827405	0
-2	-78	720	405	6	2.05761316872428E-005	0
36	-120	604	453	17	6.21317778460009E-005	0
-34	-64	640	480	87	0.0002832031	1
23	-102	453	604	45	0.0001644665	1
43	13	540	720	72	0.0001851852	0
59	18	300	225	3	4.44444444444444E-005	0
39	-2	320	240	9	0.0001171875	0
42	44	324	400	21	0.000162037	0
38	-122	604	465	42	0.0001495407	0
54	-2	415	604	27	0.0001077156	1
38	-122	537	720	5	1.29319263397476E-005	0
38	-97	604	453	64	0.0002339079	0
-41	174	604	404	27	0.0001106485	1
46	-123	334	468	104	0.000665336	0
38	-122	604	504	14	4.59896983075791E-005	0
54	-2	720	540	14	3.60082304526749E-005	0
1	32	604	453	59	0.0002156338	1
40	-85	600	450	4	1.48148148148148E-005	0
34	-88	720	480	48	0.0001388889	0
36	-121	537	720	19	4.91413200910408E-005	1
38	-122	604	453	17	6.21317778460009E-005	0
38	-122	604	453	87	0.0003179685	0
39	35	720	711	11	2.14877324581966E-005	0
23	-102	604	453	9	3.28932941537652E-005	0
18	-63	96	72	7	0.0010127315	0
48	-114	604	453	52	0.0001900501	0
39	-77	604	402	16	6.58956871272775E-005	0
-41	174	230	180	31	0.0007487923	0
15	100	604	453	34	0.0001242636	0
31	-92	600	450	44	0.000162963	0
30	-98	604	403	13	5.34073915829951E-005	0
36	138	604	453	19	6.94413987690598E-005	0
39	-77	604	453	10	3.65481046152946E-005	0
41	-73	333	500	35	0.0002102102	0
45	-123	604	405	20	8.17594636579184E-005	0
28	-83	604	453	59	0.0002156338	0
31	-92	453	604	48	0.0001754309	0
23	-102	720	540	3	0.000007716	0
20	77	604	453	200	0.0007309621	1
51	-1	453	604	5	1.82740523076473E-005	1
36	138	604	393	6	2.52767807492038E-005	0
38	-97	716	479	76	0.0002215976	0
30	-98	604	453	1	3.65481046152947E-006	0
40	-75	604	453	121	0.0004422321	0
39	22	604	453	39	0.0001425376	1
53	-8	604	453	2	7.30962092305893E-006	0
-10	-76	604	453	20	7.30962092305893E-005	1
18	-67	604	453	156	0.0005701504	0
54	-2	600	600	19	5.27777777777778E-005	0
44	-104	604	452	53	0.0001941335	0
42	-94	448	336	7	0.000046503	1
41	-84	453	604	23	8.40606406151777E-005	0
40	-4	540	720	175	0.0004501029	1
-10	-76	604	453	37	0.000135228	1
21	-158	604	550	4	1.20409391932571E-005	0
64	-22	536	604	31	9.57546703568251E-005	0
39	35	480	720	57	0.0001649306	1
9	-80	720	540	54	0.0001388889	1
51	9	720	480	158	0.0004571759	0
20	-87	427	604	14	5.42829225925524E-005	0
30	-86	720	480	122	0.0003530093	0
38	-123	453	604	26	9.50250719997661E-005	0
-21	56	720	540	45	0.0001157407	0
13	122	453	604	33	0.0001206087	1
38	-122	604	451	2	0.000007342	0
38	-122	453	604	5	1.82740523076473E-005	0
-21	-160	720	479	42	0.0001217815	1
39	-77	604	452	8	2.93031706030592E-005	0
23	-102	604	452	12	4.39547559045889E-005	1
35	105	720	540	24	6.17283950617284E-005	0
31	36	453	604	6	2.19288627691768E-005	0
31	36	675	475	21	6.54970760233918E-005	0
41	-103	604	453	10	3.65481046152946E-005	0
10	-84	453	604	143	0.0005226379	1
48	-116	604	403	18	7.39486960379932E-005	0
48	16	604	405	31	0.0001267272	0
40	-75	457	604	9	3.26053878592027E-005	0
38	-97	604	402	47	0.0001935686	0
44	-69	720	540	20	5.1440329218107E-005	0
48	16	500	333	7	0.000042042	0
38	-97	604	453	37	0.000135228	0
30	-98	604	453	11	4.02029150768241E-005	0
31	-92	604	453	81	0.0002960396	0
62	10	720	483	130	0.000373821	0
38	-122	360	270	13	0.0001337449	0
43	-78	604	453	60	0.0002192886	0
41	-98	453	604	37	0.000135228	0
40	20	720	540	53	0.0001363169	0
-10	-55	540	720	90	0.0002314815	0
21	-87	478	720	62	0.0001801488	1
46	25	640	480	90	0.0002929688	0
36	-80	604	483	5	0.000017139	1
38	-122	720	537	45	0.0001163873	0
-22	24	604	401	4	0.000016515	0
31	-92	512	384	14	7.12076822916667E-005	0
10	-84	720	480	200	0.0005787037	1
37	-122	720	540	41	0.0001054527	0
39	-77	471	320	153	0.0010151274	0
37	-122	604	453	31	0.0001132991	0
15	100	604	453	65	0.0002375627	1
39	-77	720	540	8	2.05761316872428E-005	0
34	-118	536	720	21	5.44154228855721E-005	0
36	-115	720	540	8	2.05761316872428E-005	1
-27	133	604	339	100	0.0004883862	1
50	6	604	453	12	4.38577255383536E-005	1
43	-78	604	453	7	2.55836732307063E-005	0
38	-122	720	506	3	8.23451910408432E-006	0
43	-78	453	604	16	0.000058477	0
38	-122	604	487	7	2.37975440934496E-005	0
36	-115	720	463	71	0.000212983	1
34	-117	453	604	5	1.82740523076473E-005	0
36	138	453	604	100	0.000365481	0
31	121	604	453	2	7.30962092305893E-006	0
39	-77	480	720	1	2.89351851851852E-006	0
31	-92	466	720	61	0.0001818073	0
15	100	320	240	7	9.11458333333333E-005	1
42	-72	494	604	174	0.0005831568	0
40	127	604	453	82	0.0002996945	1
32	35	604	453	56	0.0002046694	0
44	-73	604	453	6	2.19288627691768E-005	0
35	105	640	480	103	0.0003352865	0
60	-95	453	604	4	1.46192418461179E-005	0
32	-5	604	453	50	0.0001827405	1
37	-122	604	483	5	0.000017139	0
40	-83	604	453	51	0.0001863953	0
41	-72	720	537	39	0.000100869	0
22	-80	640	480	200	0.0006510417	0
30	-87	604	423	21	8.21943544220563E-005	0
